,公司,2014_mean,2015_mean,2016_mean,2017_mean,2018_mean,2019_mean,2014_std,2015_std,2016_std,2017_std,2018_std,2019_std
0,1101,-0.4746487658532017,-2.0484318625432163,1.2672485941114362,0.43247231279819565,-0.21884157069269133,,0.011933134966699956,0.013444252530326413,0.015595645837020902,0.00853217534383012,0.014757867305112662,
1,1102,0.05896256387147034,-0.8356911299202412,0.19608319578943295,0.5384583368308521,0.09076230624741197,,0.009721495514572409,0.010671503038001502,0.01473677966376621,0.00972971874899411,0.016495065264021207,
2,1103,-0.13421928306030728,0.11633958928572755,0.601906684235566,0.5565979846272491,-0.07411862166568343,,0.00748275847466176,0.014304767396594332,0.010288370390869992,0.01536871109432826,0.015123726778283884,
3,1104,-0.3572623021231599,-1.2565381950363712,-1.113658002589886,-0.267861081295313,-1.145749147853442,,0.013211752258518616,0.015958378669575054,0.011227864041157781,0.007044259453472306,0.005540222625703305,
4,1108,0.5384063489815972,-0.823758076149803,-0.5855950655784785,-0.46212196716746884,0.7932480374402755,,0.012883923284899765,0.012611814654921146,0.0052573752901129015,0.0067918089929377475,0.008430194472836688,
5,1109,0.26210228489182213,-1.235889749747416,-0.5231010238988675,-0.2771877479063283,-2.178685145248386,,0.011269495808675298,0.012579229285870228,0.010456273678494391,0.011315151792550167,0.01597115165898366,
6,1110,2.3110918023395057,4.266469230871739,3.4359269943912456,2.391500993339399,2.9464987071313065,,0.015439475637039237,0.0173012203375749,0.014295707843615526,0.006922303793010202,0.008531114724564257,
7,1201,-0.9790115588120766,-2.4887124580215954,-1.2461294001768504,-0.3761112526587859,-1.7705188878104905,,0.019771429151504934,0.018205640364853677,0.016008685344710078,0.011557052584787175,0.015278481650131575,
8,1203,0.08454369019426088,-0.3562844021070287,0.022004797812115312,0.31193005250365213,0.44981367857556276,,0.009384500770596075,0.008759245796406539,0.00639129075225715,0.006959189142321781,0.00867793513733299,
9,1210,-1.2401341985819114,-1.5817591211230424,-0.37308445577989235,-1.0642006570130549,-0.40179666975457673,,0.012989727487435142,0.013317750112576628,0.014472860723101826,0.011356695775143345,0.013226900740319405,
10,1213,0.8129306821399814,0.7416249922323481,0.0053986362158192506,0.004880840815913634,-1.8246889092275023,,0.015344067385559932,0.014286235838115415,0.014663222166255577,0.00883226705315295,0.01253686942960106,
11,1215,-0.1933720434983568,-0.3582284905082113,1.0341031569092054,-0.9297402700842414,-1.0296341868210972,,0.01751193118815984,0.012774157790933128,0.017632085116680525,0.016477619518331505,0.01571318031452775,
12,1216,0.4564151883683149,0.16925949352058242,0.7720350552239644,0.3154036698278561,1.03250403746327,,0.011316358174654633,0.012366470384874506,0.012080604177139359,0.0092172624748972,0.012340243134393995,
13,1217,-0.9373594894521475,-0.9998827089566225,-2.047130268889077,-1.3191792150274657,-1.6186960783233528,,0.011398795205768746,0.01767551453203167,0.010508351274343956,0.008709177552758452,0.010150408526732366,
14,1218,-1.36519138711736,-0.053796330634498866,1.142193911573816,-0.1400888920969501,-1.2581120303677356,,0.014335498677473484,0.01419716707971324,0.016086528075530397,0.019036896448617707,0.016752796632994706,
15,1219,2.097136472689164,1.8773850024482168,0.5240599016635701,2.5620452434483227,1.7982836209731146,,0.013908978349119552,0.00834974485565312,0.012457752043795055,0.008375373956164165,0.007748184171910835,
16,1220,-0.024602980375531283,0.9664335584783714,0.7412830559182567,0.15078724414221553,0.2758805085671435,,0.009013297958201575,0.007533951925988606,0.011319701197176757,0.006554369834956526,0.008639052922627616,
17,1225,5.431290806672075,1.7283432795018958,6.203604654913867,6.315867578627084,3.6874203442054503,,0.02391049957360052,0.017835689014879568,0.021782098611027825,0.017958859981258932,0.01618065658766907,
18,1227,-0.7513639861446891,0.6866785402085396,-0.09902213598575159,-0.2616732695838876,-1.2468735827041852,,0.010872799346245783,0.01602957600437163,0.009710286118865801,0.006334704111479004,0.011799934274811963,
19,1229,-0.5908233542775497,-0.20881750547014902,0.553438117516528,1.3984811795396959,-0.5202526788965117,,0.007129899703184556,0.006576789746655324,0.007131390362024262,0.01141310690510827,0.011040842121133359,
20,1231,-2.28273354056403,-1.8098339515516217,-0.608956268778911,-0.5854277891390017,-0.345805078242072,,0.013033688210607524,0.014911021021222076,0.009096002349305665,0.00718249001216494,0.008271265800014133,
